STATE,SITE_NAME,ESA_CODE,MDF_CODE,ISAM_AVAIL_PRTS_MAX_20MBPS,ADDNL_AVAIL_PRTS_MAX_20MBPS,ADDNL_AVAIL_PRTS_MAX_8MBPS,TOTAL_AVAIL_PRTS
NSW,WETHERILL PARK WEST,WETH,WWPK01,596,0,11,607
NSW,WANDSWORTH,WWTH,WWTH01,0,0,0,0
NSW,WEST WYALONG,WWYL,WWYL01,355,0,0,355
NSW,WALLSEND MARYLAND MDF2,WLSD,WXND01,784,0,0,784
WA,WYALKATCHEM,WYAL,WYAL01,87,0,0,87
VIC,WYCHEPROOF,WYCF,WYCF01,257,0,0,257
NSW,WYEE,WYEE,WYEE01,301,0,0,301
VIC,WYE RIVER,WYER,WYER01,0,27,0,27
WA,WYNDHAM,WYNF,WYNF01,78,0,0,78
NSW,WYONG,WYNG,WYNG01,2679,0,0,2679
QLD,WYNNUM,WYNM,WYNM01,2,0,2050,2052
NSW,WYONG OP MDF TUGGERAH,WYNG,WYQQ01,272,0,0,272
TAS,WYNYARD,WYRD,WYRD01,1087,0,0,1087
QLD,WYREEMA,WYRE,WYRE01,296,0,0,296
TAS,WESLEY VALE,WYVE,WYVE01,159,0,0,159
VIC,YARRA GLEN,YAGN,YAGN01,591,0,0,591
VIC,YARRA JUNCTION,YAJN,YAJN01,854,0,0,854
VIC,YALCA,YALC,YALC01,174,0,0,174
WA,YALGOO,YALG,YALG01,67,0,0,67
VIC,YALLOURN NORTH,YALN,YALN01,268,0,0,268
QLD,YANDARAN,YAND,YAND01,138,0,0,138
WA,YANCHEP,YANP,YANP01,212,0,0,212
VIC,YANNATHAN,YANS,YANS01,157,0,0,157
QLD,YAKAPARI,YARI,YARI01,0,210,0,210
WA,YARLOOP,YARL,YARL01,331,0,0,331
VIC,YARRAGON,YARN,YARN01,54,0,0,54
QLD,YARWUN,YARW,YARW01,0,138,0,138
NSW,YASS,YASS,YASS01,872,0,358,1230
QLD,YANDARAN REMOTE MDF,YAND,YAXY01,91,0,0,91
NSW,YATTEYATTAH,YAYA,YAYA01,204,0,0,204
QLD,YARRABAH,YBAH,YBAH01,41,0,0,41
QLD,YABULU,YBLU,YBLU01,456,0,0,456
VIC,YEA,YEAA,YEAA01,208,0,0,208
QLD,YULEBA,YEBA,YEBA01,0,0,0,0
QLD,YELARBON,YELA,YELA01,0,0,0,0
VIC,YENDON,YEND,YEND01,89,0,0,89
VIC,YEODENE,YEOD,YEOD01,0,38,0,38
QLD,YEPPOON,YEPP,YEPP01,1173,0,837,2010
NSW,YERONG CREEK,YERO,YERO01,0,0,0,0
VIC,YELLINGBO,YGBO,YGBO01,251,0,0,251
WA,YALLINGUP,YGUP,YGUP01,289,0,0,289
QLD,YANDINA,YINA,YINA01,0,0,59,59
VIC,YINNAR,YINN,YINN01,222,0,0,222
VIC,YINNAR SOUTH,YINS,YINS01,0,0,0,0
VIC,YACKANDANDAH,YKDH,YKDH01,137,0,363,500
SA,YANKALILLA,YKLA,YKLA01,319,0,0,319
SA,NORMANVILLE,YKLA,YKLX01,0,369,0,369
WA,YALLINGUP SOUTH,YGUP,YLLX02,0,26,0,26
QLD,YARRAMAN,YMAN,YMAN01,0,188,0,188
NSW,YAMBA,YMBA,YMBA01,0,0,426,426
VIC,YARRAMBAT,YMBT,YMBT01,114,0,0,114
NSW,YANCO,YNCO,YNCO01,303,0,0,303
NSW,YENDA,YNDA,YNDA01,0,326,0,326
QLD,YORKEYS KNOB,YNOB,YNOB01,499,71,0,570
VIC,YANDOIT,YOIT,YOIT01,0,0,0,0
TAS,YOLLA,YOLA,YOLA01,141,0,0,141
NSW,YOUNG,YONG,YONG01,1166,0,768,1934
NSW,YERRINBOOL,YOOL,YOOL01,86,0,0,86
WA,YORK,YORS,YORS01,0,0,273,273
SA,YORKETOWN,YOWN,YOWN01,278,0,0,278
VIC,YARRAM,YRAM,YRAM01,173,0,0,173
QLD,YERONGA,YRGA,YRGA01,0,0,0,0
NSW,YARRAMALONG,YRMG,YRMG01,156,0,0,156
NT,YUENDUMU,YUEN,YUEN01,0,60,0,60
NT,YULARA,YULA,YULA01,171,0,0,171
WA,YUNDERUP,YUND,YUND01,16,0,0,16
QLD,YUNGABURRA,YUNG,YUNG01,420,0,0,420
NSW,YEOVAL,YVAL,YVAL01,0,0,0,0
VIC,YARRAWONGA,YWGA,YWGA01,276,0,22,298
VIC,YARROWEYAH,YYAH,YYAH01,271,0,0,271
TAS,ZEEHAN,ZEAN,ZEAN01,0,0,0,0
QLD,ZILLMERE,ZMRE,ZMRE01,852,0,0,852
