STATE,SITE_NAME,ESA_CODE,MDF_CODE,ISAM_AVAIL_PRTS_MAX_20MBPS,ADDNL_AVAIL_PRTS_MAX_20MBPS,ADDNL_AVAIL_PRTS_MAX_8MBPS,TOTAL_AVAIL_PRTS
WA,CANNINGTON,CANN,CANN01,3733,0,5,3738
VIC,CANN RIVER,CANR,CANR01,125,0,0,125
NSW,CANOBOLAS,CANS,CANS01,327,0,0,327
QLD,CANUNGRA,CANU,CANU01,203,0,0,203
QLD,CANNON VALLEY,CANV,CANV01,53,0,0,53
NSW,CANOWINDRA,CANW,CANW01,286,0,0,286
QLD,CAPELLA,CAPE,CAPE01,0,0,0,0
WA,CAPEL,CAPL,CAPL01,170,0,0,170
VIC,CAPE PATERSON,CAPP,CAPP01,265,0,0,265
NSW,CARGO,CARG,CARG01,0,0,0,0
WA,CARNAMAH,CARH,CARH01,85,0,0,85
VIC,CARISBROOK,CARI,CARI01,21,0,0,21
NSW,CARLINGFORD,CARL,CARL01,155,0,0,155
NSW,CARRAMAR,CARR,CARR01,388,0,1387,1775
VIC,CASTLEMAINE,CASE,CASE01,1416,208,164,1788
QLD,CASHMERE,CASM,CASM01,108,0,0,108
NSW,CASTLE HILL,CAST,CAST01,2161,0,0,2161
QLD,CASSOWARY,CASY,CASY01,0,0,0,0
VIC,CATANI,CATA,CATA01,0,48,0,48
NSW,CATTAI,CATI,CATI01,0,0,0,0
VIC,CAULFIELD,CAUL,CAUL01,9,0,0,9
VIC,CAVENDISH,CAVE,CAVE01,147,0,0,147
NSW,COBAR,CBAR,CBAR01,316,0,428,744
QLD,COOMBABAH,CBBH,CBBH01,839,0,0,839
QLD,CAMPWIN BEACH,CBCH,CBCH01,0,520,0,520
QLD,CURRUMBIN CREEK,CBCK,CBCK01,135,0,0,135
NSW,COONAMBLE,CBLE,CBLE01,0,0,409,409
WA,CUBALLING,CBLG,CBLG01,0,0,0,0
NSW,CONDOBOLIN,CBLN,CBLN01,347,0,309,656
VIC,CRANBOURNE,CBNE,CBNE01,2612,0,0,2612
VIC,CLYDEBANK,CBNK,CBNK01,0,0,0,0
VIC,CRANBOURNE NORTH,CBNN,CBNN01,620,0,501,1121
WA,CARABOODA,CBOO,CBOO01,0,0,0,0
NSW,COMBOYNE,CBOY,CBOY01,0,0,0,0
NSW,COOMBA,CBPK,CBPK01,324,0,0,324
NSW,CULBURRA,CBRA,CBRA01,0,0,0,0
VIC,COBURG,CBRG,CBRG01,4,0,345,349
NSW,COLLARENEBRI,CBRI,CBRI01,0,37,23,60
NSW,CAMPBELLTOWN,CBTN,CBTN01,8007,0,0,8007
NSW,CAMPBELLTOWN SOUTH,CBTS,CBTS01,30,0,0,30
NSW,COBBITTY,CBTY,CBTY01,0,119,0,119
SA,COOBOWIE,CBWE,CBWE01,153,0,0,153
VIC,CAPE BRIDGEWATER,CBWR,CBWR01,0,0,0,0
WA,CHURCHMAN BROOK,ARMD,CCKH01,484,0,0,484
VIC,CAPE CLEAR,CCLR,CCLR01,179,0,0,179
QLD,MOUNT GRAVATT CARINDALE,MGAT,CDEU01,127,0,0,127
VIC,CARDINIA,CDIA,CDIA01,209,0,0,209
SA,CADELL,CDLL,CDLL01,170,0,0,170
QLD,CONDAMINE,CDME,CDME01,146,0,0,146
SA,CEDUNA,CDNA,CDNA01,343,0,0,343
QLD,CARDWELL,CDWL,CDWL01,202,0,0,202
VIC,CAMPERDOWN,CDWN,CDWN01,495,0,0,495
QLD,CECIL PLAINS,CECI,CECI01,322,0,0,322
NSW,CASTLE HILL TOC,CAST,CEHZ01,780,0,0,780
NSW,CECIL PARK,ERPK,CEPJ01,207,0,0,207
VIC,CERES,CERE,CERE01,0,13,0,13
WA,CERVANTES,CERV,CERV01,149,0,0,149
NSW,CESSNOCK,CESS,CESS01,2186,0,0,2186
VIC,CAMPBELLFIELD,CFLD,CFLD01,0,0,320,320
NSW,COFFS HARBOUR,CFSH,CFSH01,128,0,76,204
VIC,CARDIGAN,CGAN,CGAN01,162,0,0,162
WA,COOLGARDIE,CGDE,CGDE01,194,0,0,194
WA,SOUTH COOGEE,CGEE,CGEE01,61,0,6,67
QLD,CHILLAGOE,CGOE,CGOE01,0,0,0,0
SA,CYGNET RIVER,CGRV,CGRV01,0,0,48,48
SA,CALLINGTON,CGTN,CGTN01,74,0,0,74
VIC,CUDGEWA,CGWA,CGWA01,0,0,0,0
NSW,THE CHANNON,CHAN,CHAN01,99,0,0,99
NSW,CHATSWOOD EXCHANGE,CHAT,CHAT01,141,0,2205,2346
QLD,CHERMSIDE,CHDE,CHDE01,8,0,0,8
VIC,CHURCHILL,CHHL,CHHL01,733,0,344,1077
WA,CHIDLOW,CHID,CHID01,43,0,0,43
QLD,CHINCHILLA,CHIN,CHIN01,0,0,0,0
NSW,CARRAMAR CHIPPING NORTON,CARR,CHIP01,276,0,0,276
NSW,CHIVERTON,CHIV,CHIV01,0,0,0,0
NSW,CHILLINGHAM,CHLM,CHLM01,206,0,0,206
NSW,CHARLESTOWN,CHLS,CHLS01,2170,0,0,2170
QLD,CHARLOTTE,CHLT,CHLT01,982,0,0,982
QLD,CHAPEL HILL,CHPL,CHPL01,1001,0,0,1001
QLD,BUXTONVILLE,CHRD,CHRD01,0,0,14,14
QLD,CHILDERS,CHRS,CHRS01,37,0,0,37
VIC,CHILTERN,CHTN,CHTN01,47,0,0,47
QLD,CHARLEVILLE,CHVE,CHVE01,4,0,357,361
NSW,CORINDI CLARENCE,CICE,CICE01,9,0,0,9
VIC,CAROLINE SPRINGS,DRPK,CIGS01,474,0,0,474
QLD,CAPE KIIMBERLEY,CKIM,CKIM01,0,0,0,0
QLD,COOKTOWN,CKTN,CKTN01,477,0,0,477
TAS,CLAREMONT,CLAR,CLAR01,2435,0,805,3240
VIC,CLAYTON,CLAY,CLAY01,1,0,485,486
VIC,CORAL BANK,CLBK,CLBK01,167,0,0,167
SA,CRYSTAL BROOK,CLBR,CLBR01,258,0,0,258
WA,CABLE BEACH,BRMK,CLEB01,4,0,0,4
QLD,CLIFTON,CLIF,CLIF01,0,0,0,0
NSW,COLEAMBALLY,CLLY,CLLY01,296,0,0,296
QLD,COOLUM BEACH,CLMB,CLMB01,2091,0,849,2940
NSW,COOLAMON,CLMN,CLMN01,7,0,0,7
QLD,CLERMONT,CLMT,CLMT01,111,0,0,111
VIC,CLAYTON GOC BDG 7,CLAY,CLNR01,0,0,0,0
NSW,CLUNES,CLNS,CLNS01,0,241,0,241
QLD,CLOHESY,CLOH,CLOH01,121,0,0,121
QLD,CLONCURRY,CLON,CLON01,0,20,0,20
SA,CLARE,CLRE,CLRE01,768,0,0,768
QLD,CLOSEBURN,CLRN,CLRN01,110,0,0,110
SA,CALOOTE,CLTE,CLTE01,0,24,0,24
TAS,CAMPBELL TOWN,CLTN,CLTN01,271,0,0,271
VIC,CLUNES,CLUN,CLUN01,168,0,0,168
SA,CLEVE,CLVE,CLVE01,131,0,0,131
QLD,CLEVELAND,CLVL,CLVL01,59,0,696,755
NSW,CLOVASS,CLVS,CLVS01,121,0,0,121
SA,COROMANDEL VALLEY,CLVY,CLVY01,1399,0,526,1925
NSW,CURLEWIS,CLWS,CLWS01,216,0,0,216
NSW,CLYBUCCA,CLYA,CLYA01,0,0,0,0
VIC,CLYDE,CLYD,CLYD01,185,0,0,185
NSW,CUMBORAH,CMBH,CMBH01,0,0,0,0
SA,CAMBRAI,CMBR,CMBR01,112,0,0,112
NSW,COOKAMIDGERA,CMDG,CMDG01,0,0,57,57
SA,CURRAMULKA,CMLK,CMLK01,161,0,0,161
VIC,CAMBERWELL,CMLL,CMLL01,1,0,145,146
NSW,CUMNOCK,CMNK,CMNK01,0,0,0,0
SA,CUMMINS,CMNS,CMNS01,241,0,0,241
QLD,COOMINYA,CMYA,CMYA01,0,155,0,155
NSW,COONABARABRAN,CNAN,CNAN01,293,0,471,764
QLD,CLIFTON BEACH,CNBH,CNBH01,528,232,445,1205
NSW,CRANEBROOK,CNBK,CNBK01,3505,0,0,3505
SA,COFFIN BAY,CNBY,CNBY01,298,0,0,298
WA,CUNDERDIN,CNDD,CNDD01,0,179,0,179
NSW,CUNDLETOWN,CNDL,CNDL01,501,0,0,501
NSW,CLIFTON GROVE,CNGE,CNGE01,42,0,0,42
NSW,COPMANHURST,CNHT,CNHT01,153,0,0,153
QLD,CLINTON,CNON,CNON01,148,0,0,148
QLD,CROWS NEST,CNST,CNST01,267,0,0,267
WA,CANNING VALE,CNVL,CNVL01,620,0,0,620
NSW,CARCOAR,COAR,COAR01,170,0,0,170
TAS,COLES BAY,COAY,COAY01,0,128,0,128
VIC,COBDEN,COBD,COBD01,237,0,0,237
VIC,COBRAM,COBM,COBM01,81,0,172,253
VIC,COCKATOO,COCK,COCK01,0,0,328,328
QLD,COEN,COEN,COEN01,0,0,0,0
NSW,COBARGO,COGO,COGO01,207,0,0,207
VIC,COHUNA,COHU,COHU01,411,0,0,411
VIC,COLAC,COLA,COLA01,1235,0,669,1904
VIC,COLBINABBIN,COLB,COLB01,0,0,0,0
VIC,COLDSTREAM,COLD,COLD01,208,0,0,208
NSW,COLLINGULLIE,COLG,COLG01,0,0,0,0
WA,COLLIE,COLI,COLI01,1359,0,364,1723
QLD,COLLINSVILLE,COLL,COLL01,453,0,0,453
NSW,COOMA,COMA,COMA01,472,0,0,472
NSW,COMO,COMO,COMO01,478,0,0,478
SA,COMPTON,COMP,COMP01,0,0,7,7
NSW,CONCORD,CONC,CONC01,582,0,0,582
QLD,CONONDALE,CONO,CONO01,0,42,0,42
QLD,COOBERRIE,COOB,COOB01,324,0,0,324
NSW,COOGEE,COOG,COOG01,137,10,252,399
NSW,COOLAH,COOH,COOH01,160,0,0,160
SA,COOK,INPC,COOK01,0,0,23,23
NSW,COOPERNOOK,COOP,COOP01,290,0,0,290
QLD,COPPABELLA,COPA,COPA01,0,118,0,118
SA,COONALPYN,COPN,COPN01,167,0,0,167
QLD,CORDALBA,CORD,CORD01,264,0,0,264
VIC,CORIO,CORI,CORI01,145,0,673,818
VIC,COROROOKE,CORK,CORK01,116,0,0,116
NSW,CORRIMAL,CORR,CORR01,7171,0,0,7171
QLD,COOROY,CORY,CORY01,33,0,0,33
QLD,COTTONVALE,COTT,COTT01,0,114,0,114
NSW,COLO VALE,COVE,COVE01,2,0,112,114
TAS,COLLINSVALE,COVL,COVL01,119,0,0,119
NSW,COROWA,COWA,COWA01,632,0,367,999
SA,COWELL,COWL,COWL01,96,0,0,96
WA,COWARAMUP,COWP,COWP01,164,0,0,164
NSW,COWRA,COWR,COWR01,1117,0,623,1740
VIC,COWES,COWS,COWS01,946,0,345,1291
VIC,COWWARR,COWW,COWW01,0,121,0,121
QLD,CAPALABA,CPBA,CPBA01,1180,0,9,1189
NSW,CAPTAINS FLAT,CPFT,CPFT01,61,0,0,61
QLD,CAMP HILL,CPHL,CPHL01,327,18,0,345
QLD,COORPAROO,CPRO,CPRO01,1,0,308,309
WA,CRANBROOK,CRAN,CRAN01,158,0,0,158
NSW,CORAMBA,CRBA,CRBA01,291,0,0,291
NSW,COORANBONG,CRBG,CRBG01,571,0,460,1031
VIC,CRAIGIEBURN,CRBN,CRBN01,2247,0,0,2247
VIC,CANTERBURY,CRBY,CRBY01,428,0,338,766
ACT,CRACE,CRCF,CRCF01,417,0,520,937
NSW,CARDIFF,CRDF,CRDF01,1867,0,729,2596
SA,CLARENDON,CRDN,CRDN01,353,0,0,353
NSW,CREMORNE,CREM,CREM01,1125,0,0,1125
VIC,CRESWICK,CRES,CRES01,361,533,0,894
TAS,CRESSY,CREY,CREY01,261,0,0,261
NSW,CASTLEREAGH,CRGH,CRGH01,98,280,0,378
WA,CORRIGIN,CRGN,CRGN01,143,0,0,143
VIC,CRIB POINT,CRIB,CRIB01,740,0,477,1217
VIC,CORINELLA,CRIN,CRIN01,327,0,0,327
NSW,CORAKI,CRKI,CRKI01,228,171,0,399
VIC,CHARLTON,CRLN,CRLN01,46,0,0,46
TAS,CREMORNE,CRMN,CRMN01,348,0,0,348
WA,CURRAMBINE,CRMS,CRMS01,467,0,0,467
VIC,CROYDON,CROH,CROH01,409,0,0,409
NSW,CRONULLA,CRON,CRON01,610,0,0,610
WA,COOROW,CROW,CROW01,324,0,0,324
SA,COOBER PEDY,CRPY,CRPY01,177,0,0,177
QLD,CARRARA,CRRA,CRRA01,0,0,16,16
QLD,CAIRNS,CRSX,CRSX01,2664,0,1501,4165
NSW,CURRAWANG,CRWG,CRWG01,0,0,0,0
SA,CROYDON,CRYD,CRYD01,0,0,507,507
VIC,CORRYONG,CRYG,CRYG01,4,0,0,4
QLD,CAIRNS AIRPORT,CSAP,CSAP01,0,0,44,44
VIC,CHELSEA,CSEA,CSEA01,232,0,1433,1665
NSW,CASINO,CSNO,CSNO01,5,0,230,235
VIC,CHESHUNT,CSNT,CSNT01,105,0,0,105
VIC,CASTERTON,CSTN,CSTN01,13,304,0,317
NT,CASUARINA,CSUF,CSUF01,2438,0,16,2454
VIC,CHELTENHAM,CTAM,CTAM01,210,0,334,544
NSW,CRESCENT HEAD,CTHD,CTHD01,25,0,0,25
NSW,COOTAMUNDRA,CTMA,CTMA01,133,0,0,133
WA,COTTESLOE,CTOE,CTOE01,873,0,0,873
VIC,CARLTON,CTON,CTON01,1101,1,0,1102
QLD,CHARTERS TOWERS,CTRS,CTRS01,710,184,411,1305
NSW,COUTTS CROSSING,CTSX,CTSX01,92,0,0,92
NSW,CLARENCETOWN,CTWN,CTWN01,153,0,0,153
NSW,KINGSCLIFF CASUARINA,KCLF,CUAX01,1,0,183,184
NSW,CULLEN BULLEN,CUBU,CUBU01,155,0,0,155
NSW,CUDAL,CUDL,CUDL01,327,0,0,327
WA,CUE,CUEE,CUEE01,329,0,0,329
TAS,CURRIE,CUIE,CUIE01,36,0,0,36
NSW,CULCAIRN,CULC,CULC01,171,0,0,171
QLD,CUNNAMULLA,CUNN,CUNN01,0,0,0,0
NSW,CURRABUBULA,CURA,CURA01,0,34,0,34
NSW,CURLWAA,CURL,CURL01,0,88,0,88
QLD,CURRUMBIN,CURN,CURN01,0,0,0,0
NSW,CURRARONG,CURR,CURR01,0,0,0,0
QLD,CURTIS,CURT,CURT01,244,0,500,744
QLD,CURRUMBIN WATERS,CURW,CURW01,356,0,0,356
ACT,CIVIC,CVIC,CVIC01,1005,0,881,1886
WA,CARNARVON NORTH,CVNN,CVNN01,97,0,0,97
WA,CARNARVON,CVON,CVON01,1,0,164,165
QLD,CALAVOS,CVOS,CVOS01,263,0,0,263
WA,BEECHBORO CAVERSHAM,BCHS,CVRH01,0,0,0,0
NSW,CROOKWELL,CWLL,CWLL01,97,0,0,97
QLD,COWLEY,CWLY,CWLY01,156,0,0,156
NSW,CURRAWARNA,CWNA,CWNA01,0,0,119,119
VIC,COLLINGWOOD,CWOD,CWOD01,120,12,0,132
NSW,COWPASTURES,CWPS,CWPS01,1821,0,488,2309
SA,COONAWARRA,CWRA,CWRA01,165,0,0,165
QLD,CROYDON,CYDN,CYDN01,0,0,0,0
TAS,CYGNET,CYET,CYET01,357,0,0,357
NSW,CITY SOUTH,CYSH,CYSH01,1148,0,0,1148
WA,CITY BEACH,CYTB,CYTB01,7,0,0,7
QLD,DALBY,DABX,DABX01,938,0,565,1503
TAS,DAVEY,DAEY,DAEY01,2404,0,0,2404
VIC,DARGO,DAGO,DAGO01,162,0,0,162
QLD,DAGUILAR,DAGU,DAGU01,8,0,0,8
NSW,DALLEY,DALL,DALL01,588,0,0,588
QLD,DALRYMPLE HEIGHTS,DALR,DALR01,0,0,0,0
WA,DALWALLINU,DALW,DALW01,260,0,0,260
VIC,DANDENONG,DAND,DAND01,2657,0,0,2657
VIC,DANDENONG NORTH,DANN,DANN01,823,0,0,823
NSW,DAPTO,DAPO,DAPO01,1861,0,212,2073
QLD,DARADGEE,DARA,DARA01,100,0,0,100
WA,DARKAN,DARK,DARK01,0,61,0,61
VIC,DARNUM,DARM,DARM01,67,0,0,67
NSW,DARETON,DARN,DARN01,0,110,0,110
VIC,DARTMOOR,DART,DART01,130,0,0,130
QLD,DAYBORO,DAYB,DAYB01,321,0,201,522
VIC,DAYLESFORD,DAYL,DAYL01,352,0,141,493
WA,DAMPIER PORT AUTHORITY,KAHA,DAZM01,0,0,86,86
NSW,DURANBAH,DBAH,DBAH01,266,0,0,266
NSW,DUBBO,DBBO,DBBO01,3589,0,14,3603
WA,DUNSBOROUGH,DBGH,DBGH01,504,0,0,504
VIC,DIMBOOLA,DBLA,DBLA01,33,0,0,33
WA,DOUBLEVIEW,DBLV,DBLV01,3813,0,0,3813
NSW,DUDLEY,DDLY,DDLY01,1295,0,0,1295
VIC,DEDERANG,DDNG,DDNG01,168,0,0,168
NSW,DUNEDOO,DDOO,DDOO01,264,0,0,264
NT,CASUARINA DA060,BRMH,DDRT01,93,0,0,93
WA,DARDANUP,DDUP,DDUP01,266,0,0,266
VIC,DEAN,DEAN,DEAN01,0,126,0,126
QLD,DEERAL,DEEL,DEEL01,141,0,0,141
NSW,DEE WHY,DEEW,DEEW01,445,0,1834,2279
QLD,DEERAGUN,DEGN,DEGN01,908,0,0,908
NSW,DELEGATE,DELE,DELE01,141,0,0,141
QLD,DELTA,DELT,DELT01,125,0,0,125
VIC,DEANS MARSH,DEMA,DEMA01,107,0,0,107
TAS,DELORAINE,DENE,DENE01,362,0,0,362
VIC,DENISON,DENI,DENI01,168,0,0,168
WA,DENMARK,DENK,DENK01,0,0,221,221
NSW,DENMAN,DENM,DENM01,232,0,0,232
WA,OCEAN BEACH,DENK,DEOB01,0,0,7,7
VIC,DEVON MEADOWS,DEOW,DEOW01,15,0,0,15
VIC,DERRINALLUM,DERI,DERI01,110,0,0,110
TAS,DEVONPORT,DERT,DERT01,3614,0,0,3614
VIC,DIGGERS REST,DEST,DEST01,450,0,0,450
QLD,DINGO BEACH,DGBH,DGBH01,0,131,0,131
NSW,DUNGOG,DGOG,DGOG01,411,0,0,411
NSW,DOUGLAS PARK,DGPK,DGPK01,63,0,0,63
NSW,DANGARSLEIGH,DGSH,DGSH01,0,101,0,101
VIC,DIAMOND CREEK,DICK,DICK01,500,0,0,500
QLD,DIMBULAH,DIMB,DIMB01,291,0,0,291
VIC,DINGEE,DING,DING01,168,0,0,168
TAS,DILSTON,DION,DION01,76,0,0,76
VIC,DINNER PLAIN,DIPL,DIPL01,0,57,0,57
QLD,DIRRANBANDI,DIRR,DIRR01,0,0,51,51
VIC,DIXONS CREEK,DIXK,DIXK01,197,0,0,197
ACT,DEAKIN,DKIN,DKIN01,203,0,0,203
NSW,DELUNGRA,DLGA,DLGA01,0,0,0,0
NSW,DALMENY,DLMY,DLMY01,0,0,0,0
WA,DARLINGTON,DLNT,DLNT01,89,0,0,89
WA,DUMBLEYUNG,DMBL,DMBL01,119,0,0,119
QLD,DOOMADGEE,DMGE,DMGE01,0,5,0,5
WA,DAMPIER,DMPR,DMPR01,213,0,0,213
NSW,DUMARESQ,DMSQ,DMSQ01,0,0,0,0
VIC,DARTMOUTH,DMTH,DMTH01,53,0,10,63
QLD,DOONAN,DNAN,DNAN01,241,0,0,241
VIC,DONCASTER EAST,DNCT,DNCT01,235,0,0,235
VIC,DANDENONG SOUTH,DNDS,DNDS01,10,0,532,542
NSW,DUNGOWAN,DNGN,DNGN01,0,24,0,24
WA,DENHAM,DNHM,DNHM01,176,0,0,176
VIC,DUNKELD,DNKD,DNKD01,0,0,0,0
NSW,DUNOON,DNON,DNON01,116,0,0,116
NSW,DARLINGTON POINT,DNPT,DNPT01,246,0,0,246
NSW,DENILIQUIN,DNQN,DNQN01,37,0,647,684
TAS,DOVER,DOER,DOER01,220,0,0,220
VIC,DONALD,DONA,DONA01,29,0,0,29
VIC,DONCASTER,DONC,DONC01,99,0,365,464
WA,DONGARA,DONG,DONG01,219,0,0,219
WA,DONNYBROOK,DONY,DONY01,489,0,0,489
VIC,DOOEN,DOOE,DOOE01,179,0,0,179
VIC,DOOKIE,DOOK,DOOK01,0,0,0,0
NSW,DOWNSIDE,DOWN,DOWN01,0,0,0,0
WA,MANDURAH CA006,MDRA,DPAM01,374,0,0,374
VIC,DEEPDENE,DPDE,DPDE01,0,0,243,243
NSW,DEEPWATER,DPWR,DPWR01,0,72,0,72
QLD,DRAYTON,DRAY,DRAY01,870,0,214,1084
NSW,DAROOBALGIE,DRBG,DRBG01,0,0,0,0
WA,DERBY,DRBY,DRBY01,14,0,0,14
NSW,DORRIGO NORTH,DRGN,DRGN01,152,0,0,152
NSW,DORRIGO,DRGO,DRGO01,0,0,0,0
NSW,DRAKE,DRKE,DRKE01,0,113,0,113
NSW,DOORALONG,DRLG,DRLG01,243,0,0,243
VIC,DRUMMOND,DRMA,DRMA01,102,0,0,102
NT,DALY RIVER,DLLY,DRMD01,0,0,76,76
VIC,DROMANA,DROM,DROM01,1457,0,331,1788
VIC,DROUIN,DROU,DROU01,1332,0,278,1610
VIC,DEER PARK,DRPK,DRPK01,759,0,3,762
QLD,DARRA,DRRA,DRRA01,58,0,449,507
NSW,DRUMMOYNE,DRUM,DRUM02,181,357,140,678
NT,DARWIN,DRWN,DRWN01,2314,0,0,2314
VIC,DRYSDALE,DRYS,DRYS01,1569,322,861,2752
TAS,DODGES FERRY,DSFY,DSFY01,837,0,0,837
VIC,DARRAWEIT GUIM,DTGM,DTGM01,0,37,0,37
QLD,DUARINGA,DUAR,DUAR01,336,0,0,336
TAS,DUNALLEY,DUEY,DUEY01,288,0,0,288
VIC,DUMBALK,DUMB,DUMB01,0,0,0,0
VIC,DUNOLLY,DUNO,DUNO01,40,0,0,40
QLD,DUNWICH,DUNW,DUNW01,0,0,0,0
QLD,DUNDOWRAN,DUNX,DUNX01,152,0,0,152
NSW,DURAL,DURA,DURA01,99,0,0,99
NSW,DURI,DURI,DURI01,155,0,0,155
VIC,DHURRINGILE EXCHANGE,DURR,DURR01,0,0,0,0
NSW,DURRAS,DURS,DURS01,336,0,0,336
WA,DWELLINGUP,DWEL,DWEL01,194,0,0,194
WA,DOWERIN,DWRC,DWRC01,0,0,0,0
WA,DAWESVILLE,DWSV,DWSV01,773,0,353,1126
NSW,DYERS CROSSING,DYRS,DYRS01,161,0,0,161
QLD,DYSART,DYST,DYST01,523,0,0,523
VIC,EAGLEHAWK,EAHK,EAHK01,75,0,0,75
QLD,EARLVILLE,EARL,EARL01,4343,0,0,4343
NSW,EAST,EAST,EAST02,3589,0,0,3589
WA,EATON,EATN,EATN01,1845,0,0,1845
VIC,EBDEN,EBDN,EBDN01,0,128,0,128
NSW,EBENEZER,EBEN,EBEN01,24,0,0,24
NSW,EBOR,EBOR,EBOR01,0,0,0,0
SA,ECHUNGA,ECGA,ECGA01,83,0,0,83
VIC,ECHUCA,ECHU,ECHU01,1640,0,272,1912
VIC,ECHUCA VILLAGE,ECUI,ECUI01,0,0,0,0
QLD,EMERALD CREEK,EDCK,EDCK01,314,0,0,314
NSW,EDEN,EDEN,EDEN01,0,0,320,320
NSW,EDGECLIFF,EDGE,EDGE01,420,0,2049,2469
QLD,EDGE HILL,EDGL,EDGL01,5133,0,0,5133
SA,EDITHBURGH,EDIT,EDIT01,280,0,0,280
QLD,EDMONTON,EDMO,EDMO01,2268,38,1192,3498
VIC,EDEN PARK,EDPK,EDPK01,0,0,0,0
QLD,EDISON,EDSN,EDSN01,1035,0,0,1035
SA,EDWARDSTOWN,EDWN,EDWN01,340,0,2063,2403
NSW,ENGADINE ENR3,ENGA,EGAX01,215,0,0,215
NSW,EAST GRESFORD,EGRS,EGRS01,0,0,0,0
NSW,EGLINTON,EGTN,EGTN01,190,113,255,558
NSW,EAGLE VALE,MINT,EGVL01,528,0,197,725
NSW,EUGOWRA,EGWR,EGWR01,118,0,0,118
QLD,EIDSVOLD,EIDS,EIDS01,0,103,0,103
VIC,ESKDALE,EKDL,EKDL01,0,0,46,46
VIC,EAST KEW,EKEW,EKEW01,5,0,291,296
VIC,ELAINE,ELAI,ELAI01,152,0,0,152
QLD,EL ARISH,ELAR,ELAR01,122,0,0,122
NSW,ELLENBOROUGH,ELBH,ELBH01,167,0,0,167
WA,ELLENBROOK,ELBK,ELBK01,188,0,0,188
VIC,EILDON,ELDN,ELDN01,198,0,0,198
VIC,ELDORADO,ELDO,ELDO01,124,0,0,124
NSW,ELANDS,ELDS,ELDS01,137,0,0,137
QLD,ELIMBAH,ELIM,ELIM01,595,0,0,595
VIC,ELLASWOOD,ELLA,ELLA01,141,0,0,141
QLD,ELLIOTT HEADS,ELLI,ELLI01,111,0,0,111
NT,ELLIOTT,ELLT,ELLT01,76,0,0,76
VIC,ELMORE,ELMO,ELMO01,108,0,0,108
VIC,ELPHINSTONE,ELPH,ELPH01,141,0,0,141
NSW,ELDERSLIE,ELSE,ELSE01,644,0,389,1033
VIC,ELSTERNWICK,ELSK,ELSK01,288,0,2059,2347
VIC,ELTHAM,ELTM,ELTM01,277,0,0,277
SA,ELLISTON,ELTN,ELTN01,0,0,0,0
NSW,EMERALD BEACH,EMBH,EMBH01,127,0,125,252
QLD,EIMEO,EMEO,EMEO01,773,0,263,1036
QLD,EMERALD,EMER,EMER01,1089,0,959,2048
VIC,EMERALD,EMLD,EMLD01,2,0,242,244
QLD,EMU PARK,EMPK,EMPK01,0,0,208,208
QLD,EIGHT MILE PLAINS,EMPS,EMPS01,563,0,2100,2663
NT,KATHERINE EMUNGALAN OPMDF,KTHN,EMUV01,156,0,0,156
VIC,ENDEAVOUR HILLS,ENDS,ENDS01,613,0,0,613
WA,ENEABBA,ENEA,ENEA01,164,0,0,164
NSW,ENGADINE,ENGA,ENGA01,465,0,2228,2693
QLD,EVERTON PARK,ENPK,ENPK01,109,0,0,109
VIC,EDENHOPE,EOPE,EOPE01,144,0,0,144
VIC,EPPING,EPPG,EPPG01,551,0,693,1244
NSW,EPPING,EPPI,EPPI01,276,0,0,276
VIC,EPSOM,EPSO,EPSO01,80,0,49,129
NSW,EURUNDEREE,ERDE,ERDE01,0,69,0,69
VIC,ERICA,ERIC,ERIC01,0,108,0,108
NSW,ERINA,ERNA,ERNA01,2822,0,260,3082
NT,ERNABELLA,PETN,ERNL01,33,0,0,33
NSW,EDENSOR PARK,ERPK,ERPK01,229,0,0,229
NSW,EVANS HEAD,ESHD,ESHD01,111,0,0,111
QLD,ESK,ESKK,ESKK01,0,0,0,0
NSW,ERSKINE PARK,ESPK,ESPK01,804,0,0,804
WA,ESPERANCE,ESPR,ESPR01,348,0,0,348
NSW,ELLERSTON,ESTN,ESTN01,0,0,0,0
TAS,EAST DEVONPORT,ETDT,ETDT01,825,0,0,825
NSW,ESTELLA,ETLA,ETLA01,598,0,0,598
QLD,ETON,ETON,ETON01,339,0,0,339
NSW,EUNGAI,EUCK,EUCK01,272,0,0,272
SA,EUDUNDA,EUDA,EUDA01,202,0,0,202
QLD,EUMUNDI,EUMU,EUMU01,266,0,0,266
NSW,EMU PLAINS,EUPS,EUPS01,17,0,265,282
VIC,EUROA,EURA,EURA01,36,0,0,36
TAS,EVANDALE,EVAN,EVAN01,316,0,0,316
NT,ROPER RIVER EVA VALLEY,ROPR,EVAV01,44,0,0,44
NSW,EMMAVILLE,EVLE,EVLE01,0,0,0,0
VIC,EVERTON,EVTN,EVTN01,120,0,0,120
VIC,ELWOOD,EWOD,EWOD01,385,0,0,385
NSW,EASTWOOD,EWOO,EWOO01,166,0,0,166
NSW,EWINGSDALE,EWSD,EWSD01,0,0,141,141
NSW,EXETER,EXER,EXER01,350,0,0,350
TAS,EXETER,EXET,EXET01,245,51,0,296
VIC,EXHIBITION,EXHN,EXHN01,1131,0,0,1131
WA,EXMOUTH,EXMH,EXMH01,0,0,0,0
SA,ELIZABETH,EZBH,EZBH01,276,0,0,276
